dia_semana,data,hora,umidade_solo,umidade_ambiente,temperatura,volume_agua
Terça,2023-09-12,08:26:00,48,43,25.5,0.0
Terça,2023-09-12,08:29:00,62,43,25.8,0.0
Terça,2023-09-12,08:39:00,45,43,25.7,0.0
Terça,2023-09-12,08:49:00,45,43,25.6,0.0
Terça,2023-09-12,08:58:00,0,42,25.9,0.0
Terça,2023-09-12,08:58:00,60,42,25.9,0.1
Terça,2023-09-12,08:59:00,66,42,25.9,0.0
Terça,2023-09-12,09:00:00,0,42,26.1,0.0
Terça,2023-09-12,09:06:00,0,43,26.1,0.0
Terça,2023-09-12,09:06:00,0,43,26.1,0.0
Terça,2023-09-12,09:14:00,0,0,44.9,0.0
Terça,2023-09-12,09:24:00,0,0,42.2,0.0
Terça,2023-09-12,09:25:00,56,1,41.3,0.0
Terça,2023-09-12,09:33:00,45,30,30.2,0.0
Terça,2023-09-12,09:43:00,43,37,27.9,0.0
Terça,2023-09-12,09:47:00,39,38,27.4,0.0
Terça,2023-09-12,09:47:00,42,38,27.4,0.0
Terça,2023-09-12,09:50:00,39,38,27.2,0.0
Terça,2023-09-12,09:50:00,62,38,27.2,0.02
Terça,2023-09-12,09:51:00,0,38,27.2,0.0
Terça,2023-09-12,09:51:00,61,38,27.2,0.09
Terça,2023-09-12,09:53:00,43,39,27.1,0.0
Terça,2023-09-12,10:00:00,38,40,26.7,0.0
Terça,2023-09-12,10:00:00,60,40,26.7,0.02
Terça,2023-09-12,10:01:00,52,41,26.7,0.0
Terça,2023-09-12,10:02:00,0,41,26.7,0.0
Terça,2023-09-12,10:02:00,63,41,26.7,0.03
Terça,2023-09-12,10:02:00,0,41,26.7,0.0
Terça,2023-09-12,10:02:00,62,41,26.7,0.02
Terça,2023-09-12,10:03:00,47,41,26.7,0.0
Terça,2023-09-12,10:03:00,0,40,26.6,0.0
Terça,2023-09-12,10:03:00,66,40,26.6,4.3
Terça,2023-09-12,10:03:00,66,40,26.6,0.0
Terça,2023-09-12,10:55:00,0,41,26.3,0.0
Terça,2023-09-12,10:55:00,60,41,26.3,0.01
Terça,2023-09-12,10:55:00,0,40,26.3,0.0
Terça,2023-09-12,10:55:00,60,40,26.3,0.09
Terça,2023-09-12,11:00:00,50,39,26.7,0.0
Terça,2023-09-12,11:01:00,0,40,26.8,0.0
Terça,2023-09-12,11:01:00,60,40,26.8,0.13
Terça,2023-09-12,11:04:00,73,39,26.9,0.0
Terça,2023-09-12,11:14:00,70,43,26.9,0.0
Terça,2023-09-12,11:24:00,67,45,26.7,0.0
Terça,2023-09-12,11:34:00,66,44,26.8,0.0
Terça,2023-09-12,11:44:00,65,42,26.8,0.0
Terça,2023-09-12,11:54:00,64,42,26.8,0.0
Terça,2023-09-12,12:04:00,64,41,26.8,0.0
Terça,2023-09-12,12:14:00,63,42,26.7,0.0
Terça,2023-09-12,12:24:00,63,40,26.6,0.0
Terça,2023-09-12,12:34:00,62,40,26.5,0.0
Terça,2023-09-12,12:44:00,63,36,26.6,0.0
Terça,2023-09-12,12:54:00,62,35,26.6,0.0
Terça,2023-09-12,13:04:00,62,35,26.6,0.0
Terça,2023-09-12,13:14:00,61,36,26.6,0.0
Terça,2023-09-12,13:24:00,61,30,26.7,0.0
Terça,2023-09-12,13:34:00,61,32,26.8,0.0
Terça,2023-09-12,13:44:00,61,32,26.8,0.0
Terça,2023-09-12,13:54:00,61,33,26.8,0.0
Terça,2023-09-12,14:04:00,60,32,26.8,0.0
Terça,2023-09-12,14:14:00,60,33,26.9,0.0
Terça,2023-09-12,14:24:00,60,31,26.9,0.0
Terça,2023-09-12,14:34:00,60,33,26.9,0.0
Terça,2023-09-12,14:44:00,60,32,27.0,0.0
Terça,2023-09-12,14:54:00,60,32,27.0,0.0
Terça,2023-09-12,15:04:00,59,31,27.0,0.0
Terça,2023-09-12,15:14:00,59,32,27.1,0.0
Terça,2023-09-12,15:24:00,59,32,27.1,0.0
Terça,2023-09-12,15:34:00,59,33,27.1,0.0
Terça,2023-09-12,15:44:00,59,32,27.2,0.0
Terça,2023-09-12,15:54:00,59,35,27.2,0.0
Terça,2023-09-12,16:04:00,60,34,27.3,0.0
Terça,2023-09-12,16:14:00,59,33,27.3,0.0
Terça,2023-09-12,16:24:00,59,33,27.3,0.0
Terça,2023-09-12,16:34:00,60,34,27.3,0.0
Terça,2023-09-12,16:44:00,59,34,27.3,0.0
Terça,2023-09-12,16:54:00,59,34,27.4,0.0
Terça,2023-09-12,17:04:00,59,34,27.4,0.0
Terça,2023-09-12,17:14:00,59,35,27.4,0.0
Terça,2023-09-12,17:24:00,59,35,27.4,0.0
Terça,2023-09-12,17:34:00,59,35,27.4,0.0
Terça,2023-09-12,17:44:00,58,35,27.5,0.0
Terça,2023-09-12,17:54:00,58,36,27.4,0.0
Terça,2023-09-12,18:04:00,58,36,27.5,0.0
Terça,2023-09-12,18:14:00,58,36,27.5,0.0
Terça,2023-09-12,18:24:00,58,36,27.5,0.0
Terça,2023-09-12,18:34:00,58,36,27.5,0.0
Terça,2023-09-12,18:44:00,58,36,27.5,0.0
Terça,2023-09-12,18:54:00,58,36,27.5,0.0
Terça,2023-09-12,19:04:00,58,36,27.5,0.0
Terça,2023-09-12,19:14:00,58,37,27.5,0.0
Terça,2023-09-12,19:24:00,57,37,27.5,0.0
Terça,2023-09-12,19:34:00,57,37,27.5,0.0
Terça,2023-09-12,19:44:00,57,37,27.5,0.0
Terça,2023-09-12,19:54:00,57,37,27.6,0.0
Terça,2023-09-12,20:04:00,57,38,27.6,0.0
Terça,2023-09-12,20:14:00,57,38,27.6,0.0
Terça,2023-09-12,20:24:00,57,38,27.6,0.0
Terça,2023-09-12,20:34:00,57,38,27.6,0.0
Terça,2023-09-12,20:44:00,57,38,27.5,0.0
Terça,2023-09-12,20:54:00,57,38,27.6,0.0
Terça,2023-09-12,21:04:00,57,38,27.6,0.0
Terça,2023-09-12,21:14:00,57,39,27.6,0.0
Terça,2023-09-12,21:24:00,57,39,27.6,0.0
Terça,2023-09-12,21:34:00,57,39,27.5,0.0
Terça,2023-09-12,21:44:00,57,39,27.6,0.0
Terça,2023-09-12,21:54:00,58,39,27.5,0.0
Terça,2023-09-12,22:04:00,57,39,27.5,0.0
Terça,2023-09-12,22:14:00,58,39,27.5,0.0
Terça,2023-09-12,22:24:00,57,39,27.5,0.0
Terça,2023-09-12,22:34:00,57,40,27.5,0.0
Terça,2023-09-12,22:44:00,57,40,27.5,0.0
Terça,2023-09-12,22:54:00,57,40,27.5,0.0
Terça,2023-09-12,23:04:00,57,41,27.4,0.0
Terça,2023-09-12,23:14:00,57,41,27.4,0.0
Terça,2023-09-12,23:24:00,57,41,27.4,0.0
Terça,2023-09-12,23:34:00,57,41,27.4,0.0
Terça,2023-09-12,23:44:00,57,41,27.4,0.0
Terça,2023-09-12,23:54:00,57,41,27.3,0.0
Quarta,2023-09-13,00:04:00,57,41,27.3,0.0
Quarta,2023-09-13,00:14:00,57,41,27.3,0.0
Quarta,2023-09-13,00:24:00,57,41,27.3,0.0
Quarta,2023-09-13,00:34:00,57,42,27.3,0.0
Quarta,2023-09-13,00:44:00,57,42,27.3,0.0
Quarta,2023-09-13,00:54:00,57,42,27.2,0.0
Quarta,2023-09-13,01:04:00,57,42,27.2,0.0
Quarta,2023-09-13,01:14:00,57,42,27.2,0.0
Quarta,2023-09-13,01:24:00,57,42,27.1,0.0
Quarta,2023-09-13,01:34:00,57,42,27.1,0.0
Quarta,2023-09-13,01:44:00,57,42,27.0,0.0
Quarta,2023-09-13,01:54:00,57,43,27.0,0.0
Quarta,2023-09-13,02:04:00,57,43,27.0,0.0
Quarta,2023-09-13,02:14:00,57,43,27.0,0.0
Quarta,2023-09-13,02:24:00,57,43,26.9,0.0
Quarta,2023-09-13,02:34:00,58,43,26.9,0.0
Quarta,2023-09-13,02:44:00,60,43,26.9,0.0
Quarta,2023-09-13,02:54:00,62,43,26.8,0.0
Quarta,2023-09-13,03:04:00,63,43,26.8,0.0
Quarta,2023-09-13,03:14:00,63,43,26.8,0.0
Quarta,2023-09-13,03:24:00,65,43,26.8,0.0
Quarta,2023-09-13,03:34:00,65,43,26.7,0.0
Quarta,2023-09-13,03:44:00,66,44,26.7,0.0
Quarta,2023-09-13,03:54:00,66,43,26.7,0.0
Quarta,2023-09-13,04:04:00,67,44,26.6,0.0
Quarta,2023-09-13,04:14:00,68,43,26.6,0.0
Quarta,2023-09-13,04:24:00,69,44,26.6,0.0
Quarta,2023-09-13,04:34:00,69,43,26.5,0.0
Quarta,2023-09-13,04:44:00,69,43,26.5,0.0
Quarta,2023-09-13,04:54:00,69,44,26.5,0.0
Quarta,2023-09-13,05:04:00,70,44,26.5,0.0
Quarta,2023-09-13,05:14:00,69,44,26.4,0.0
Quarta,2023-09-13,05:24:00,71,44,26.3,0.0
Quarta,2023-09-13,05:34:00,69,44,26.3,0.0
Quarta,2023-09-13,05:44:00,69,44,26.3,0.0
Quarta,2023-09-13,05:54:00,69,45,26.3,0.0
Quarta,2023-09-13,06:04:00,69,45,26.2,0.0
Quarta,2023-09-13,06:14:00,69,45,26.2,0.0
Quarta,2023-09-13,06:24:00,69,45,26.2,0.0
Quarta,2023-09-13,06:34:00,69,45,26.1,0.0
Quarta,2023-09-13,06:44:00,69,44,26.2,0.0
Quarta,2023-09-13,06:54:00,69,45,26.2,0.0
Quarta,2023-09-13,07:04:00,69,45,26.2,0.0
Quarta,2023-09-13,07:14:00,69,44,26.2,0.0
Quarta,2023-09-13,07:24:00,69,45,26.3,0.0
Quarta,2023-09-13,07:34:00,70,44,26.3,0.0
Quarta,2023-09-13,07:44:00,71,45,26.3,0.0
Quarta,2023-09-13,07:54:00,71,45,26.3,0.0
Quarta,2023-09-13,08:04:00,76,44,26.3,0.0
Quarta,2023-09-13,08:14:00,78,44,26.3,0.0
Quarta,2023-09-13,08:24:00,79,44,26.4,0.0
Quarta,2023-09-13,08:34:00,80,44,26.4,0.0
Quarta,2023-09-13,08:44:00,80,44,26.4,0.0
Quarta,2023-09-13,08:54:00,81,44,26.4,0.0
Quarta,2023-09-13,09:04:00,81,43,26.5,0.0
Quarta,2023-09-13,09:14:00,82,44,26.5,0.0
Quarta,2023-09-13,09:24:00,82,42,26.6,0.0
Quarta,2023-09-13,09:34:00,83,42,26.6,0.0
Quarta,2023-09-13,09:44:00,83,41,26.7,0.0
Quarta,2023-09-13,09:54:00,83,41,26.7,0.0
Quarta,2023-09-13,10:04:00,83,41,26.5,0.0
Quarta,2023-09-13,10:14:00,89,42,27.3,0.0
Quarta,2023-09-13,10:24:00,70,42,27.0,0.0
Quarta,2023-09-13,10:35:00,68,42,26.9,0.0
Quarta,2023-09-13,10:45:00,66,54,27.0,0.0
Quarta,2023-09-13,10:55:00,66,54,27.0,0.0
Quarta,2023-09-13,11:05:00,65,53,27.1,0.0
Quarta,2023-09-13,11:15:00,65,52,27.1,0.0
Quarta,2023-09-13,11:25:00,65,51,27.3,0.0
Quarta,2023-09-13,11:35:00,64,50,27.4,0.0
Quarta,2023-09-13,11:45:00,63,48,27.6,0.0
Quarta,2023-09-13,11:55:00,64,49,27.6,0.0
Quarta,2023-09-13,12:05:00,64,49,27.5,0.0
Quarta,2023-09-13,12:15:00,64,49,27.5,0.0
Quarta,2023-09-13,12:25:00,64,48,27.5,0.0
Quarta,2023-09-13,12:35:00,64,48,27.5,0.0
Quarta,2023-09-13,12:45:00,64,48,27.5,0.0
Quarta,2023-09-13,12:55:00,63,48,27.5,0.0
Quarta,2023-09-13,13:05:00,64,47,27.5,0.0
Quarta,2023-09-13,13:15:00,63,46,27.5,0.0
Quarta,2023-09-13,13:25:00,64,46,27.5,0.0
Quarta,2023-09-13,13:35:00,63,47,27.5,0.0
Quarta,2023-09-13,13:45:00,63,47,27.6,0.0
Quarta,2023-09-13,13:55:00,62,47,27.6,0.0
Quarta,2023-09-13,14:05:00,63,47,27.6,0.0
Quarta,2023-09-13,14:15:00,63,46,27.7,0.0
Quarta,2023-09-13,14:25:00,62,46,27.7,0.0
Quarta,2023-09-13,14:35:00,62,46,27.7,0.0
Quarta,2023-09-13,14:45:00,62,51,27.8,0.0
Quarta,2023-09-13,14:55:00,62,55,27.8,0.0
Quarta,2023-09-13,15:05:00,62,51,27.8,0.0
Quarta,2023-09-13,15:15:00,62,51,27.9,0.0
Quarta,2023-09-13,15:25:00,61,50,27.9,0.0
Quarta,2023-09-13,15:35:00,61,50,28.0,0.0
Quarta,2023-09-13,15:45:00,61,49,28.0,0.0
Quarta,2023-09-13,15:55:00,61,49,28.1,0.0
Quarta,2023-09-13,16:05:00,61,48,28.1,0.0
Quarta,2023-09-13,16:15:00,61,48,28.2,0.0
Quarta,2023-09-13,16:25:00,61,47,28.2,0.0
Quarta,2023-09-13,16:35:00,61,46,28.2,0.0
Quarta,2023-09-13,16:45:00,61,46,28.3,0.0
Quarta,2023-09-13,16:55:00,61,45,28.3,0.0
Quarta,2023-09-13,17:05:00,60,45,28.4,0.0
Quarta,2023-09-13,17:15:00,61,45,28.4,0.0
Quarta,2023-09-13,17:25:00,61,44,28.4,0.0
Quarta,2023-09-13,17:35:00,61,43,28.4,0.0
Quarta,2023-09-13,17:45:00,61,43,28.5,0.0
Quarta,2023-09-13,17:55:00,61,43,28.5,0.0
Quarta,2023-09-13,18:05:00,60,43,28.5,0.0
Quarta,2023-09-13,18:15:00,61,43,28.5,0.0
Quarta,2023-09-13,18:25:00,61,43,28.5,0.0
Quarta,2023-09-13,18:35:00,61,43,28.5,0.0
Quarta,2023-09-13,18:45:00,61,43,28.6,0.0
Quarta,2023-09-13,18:55:00,61,43,28.6,0.0
Quarta,2023-09-13,19:05:00,60,43,28.6,0.0
Quarta,2023-09-13,19:15:00,60,43,28.6,0.0
Quarta,2023-09-13,19:25:00,60,44,28.6,0.0
Quarta,2023-09-13,19:35:00,60,44,28.6,0.0
Quarta,2023-09-13,19:45:00,60,44,28.6,0.0
Quarta,2023-09-13,19:55:00,60,44,28.6,0.0
Quarta,2023-09-13,20:05:00,60,44,28.6,0.0
Quarta,2023-09-13,20:15:00,60,44,28.7,0.0
Quarta,2023-09-13,20:25:00,60,44,28.7,0.0
Quarta,2023-09-13,20:35:00,60,44,28.7,0.0
Quarta,2023-09-13,20:45:00,60,44,28.7,0.0
Quarta,2023-09-13,20:55:00,60,43,28.6,0.0
Quarta,2023-09-13,21:05:00,60,44,28.7,0.0
Quarta,2023-09-13,21:15:00,60,44,28.7,0.0
Quarta,2023-09-13,21:25:00,60,44,28.7,0.0
Quarta,2023-09-13,21:35:00,60,44,28.7,0.0
Quarta,2023-09-13,21:45:00,60,44,28.7,0.0
Quarta,2023-09-13,21:55:00,60,44,28.7,0.0
Quarta,2023-09-13,22:05:00,60,44,28.7,0.0
Quarta,2023-09-13,22:15:00,60,44,28.7,0.0
Quarta,2023-09-13,22:25:00,60,44,28.7,0.0
Quarta,2023-09-13,22:35:00,60,44,28.7,0.0
Quarta,2023-09-13,22:45:00,60,44,28.7,0.0
Quarta,2023-09-13,22:55:00,60,44,28.7,0.0
Quarta,2023-09-13,23:05:00,60,44,28.6,0.0
Quarta,2023-09-13,23:15:00,60,44,28.6,0.0
Quarta,2023-09-13,23:25:00,60,44,28.6,0.0
Quarta,2023-09-13,23:35:00,60,44,28.6,0.0
Quarta,2023-09-13,23:45:00,60,44,28.6,0.0
Quarta,2023-09-13,23:55:00,60,44,28.6,0.0
Quinta,2023-09-14,00:05:00,60,44,28.6,0.0
Quinta,2023-09-14,00:15:00,60,44,28.6,0.0
Quinta,2023-09-14,00:25:00,60,44,28.6,0.0
Quinta,2023-09-14,00:35:00,60,44,28.6,0.0
Quinta,2023-09-14,00:45:00,60,44,28.5,0.0
Quinta,2023-09-14,00:55:00,60,45,28.6,0.0
Quinta,2023-09-14,01:05:00,60,45,28.5,0.0
Quinta,2023-09-14,01:15:00,60,45,28.6,0.0
Quinta,2023-09-14,01:25:00,60,44,28.5,0.0
Quinta,2023-09-14,01:35:00,59,44,28.5,0.0
Quinta,2023-09-14,01:45:00,59,44,28.5,0.0
Quinta,2023-09-14,01:55:00,60,45,28.5,0.0
Quinta,2023-09-14,02:05:00,60,45,28.5,0.0
Quinta,2023-09-14,02:15:00,60,45,28.5,0.0
Quinta,2023-09-14,02:25:00,60,45,28.5,0.0
Quinta,2023-09-14,02:35:00,60,45,28.5,0.0
Quinta,2023-09-14,02:45:00,60,45,28.4,0.0
Quinta,2023-09-14,02:55:00,60,46,28.4,0.0
Quinta,2023-09-14,03:05:00,60,45,28.4,0.0
Quinta,2023-09-14,03:15:00,60,45,28.4,0.0
Quinta,2023-09-14,03:25:00,60,46,28.4,0.0
Quinta,2023-09-14,03:35:00,60,45,28.3,0.0
Quinta,2023-09-14,03:45:00,60,46,28.4,0.0
Quinta,2023-09-14,03:55:00,60,45,28.4,0.0
Quinta,2023-09-14,04:05:00,59,45,28.4,0.0
Quinta,2023-09-14,04:15:00,59,45,28.4,0.0
Quinta,2023-09-14,04:25:00,59,45,28.4,0.0
Quinta,2023-09-14,04:35:00,59,45,28.3,0.0
Quinta,2023-09-14,04:45:00,59,45,28.3,0.0
Quinta,2023-09-14,04:55:00,59,45,28.3,0.0
Quinta,2023-09-14,05:05:00,59,45,28.3,0.0
Quinta,2023-09-14,05:15:00,59,45,28.3,0.0
Quinta,2023-09-14,05:25:00,59,45,28.3,0.0
Quinta,2023-09-14,05:35:00,59,45,28.2,0.0
Quinta,2023-09-14,05:45:00,59,45,28.2,0.0
Quinta,2023-09-14,05:56:00,59,45,28.2,0.0
Quinta,2023-09-14,06:06:00,59,45,28.2,0.0
Quinta,2023-09-14,06:16:00,59,45,28.2,0.0
Quinta,2023-09-14,06:26:00,59,46,28.1,0.0
Quinta,2023-09-14,06:36:00,59,46,28.1,0.0
Quinta,2023-09-14,06:46:00,59,45,28.1,0.0
Quinta,2023-09-14,06:56:00,59,48,28.1,0.0
Quinta,2023-09-14,07:06:00,59,47,28.1,0.0
Quinta,2023-09-14,07:16:00,60,48,28.1,0.0
Quinta,2023-09-14,07:26:00,59,49,28.1,0.0
Quinta,2023-09-14,07:36:00,59,49,28.1,0.0
Quinta,2023-09-14,07:46:00,59,49,28.2,0.0
Quinta,2023-09-14,07:56:00,59,49,28.2,0.0
Quinta,2023-09-14,08:06:00,59,49,28.3,0.0
Quinta,2023-09-14,08:16:00,60,48,28.3,0.0
Quinta,2023-09-14,08:26:00,60,48,28.4,0.0
Quinta,2023-09-14,08:36:00,60,48,28.4,0.0
Quinta,2023-09-14,08:46:00,59,48,28.5,0.0
Quinta,2023-09-14,08:56:00,60,47,28.5,0.0
Quinta,2023-09-14,09:06:00,59,47,28.6,0.0
Quinta,2023-09-14,09:16:00,59,47,28.6,0.0
Quinta,2023-09-14,09:21:00,12,44,28.5,0.0
Quinta,2023-09-14,09:21:00,60,44,28.5,0.0
Quinta,2023-09-14,09:26:00,85,45,28.6,0.0
Quinta,2023-09-14,09:36:00,90,46,28.7,0.0
Quinta,2023-09-14,09:46:00,94,47,28.6,0.0
Quinta,2023-09-14,09:56:00,86,47,28.7,0.0
Quinta,2023-09-14,10:06:00,82,43,28.6,0.0
Quinta,2023-09-14,10:08:00,0,43,28.6,0.0
Quinta,2023-09-14,10:08:00,60,43,28.6,0.0
Quinta,2023-09-14,10:16:00,71,42,28.6,0.0
Quinta,2023-09-14,10:26:00,63,41,28.7,0.0
Quinta,2023-09-14,10:36:00,56,43,28.8,0.0
Quinta,2023-09-14,10:46:00,55,43,28.8,0.0
Quinta,2023-09-14,10:56:00,54,43,28.7,0.0
Quinta,2023-09-14,11:06:00,54,43,28.8,0.0
Quinta,2023-09-14,11:16:00,53,43,28.7,0.0
Quinta,2023-09-14,11:26:00,53,42,28.7,0.0
Quinta,2023-09-14,11:36:00,54,42,28.7,0.0
Quinta,2023-09-14,11:46:00,53,42,28.7,0.0
Quinta,2023-09-14,11:56:00,52,41,28.7,0.0
Quinta,2023-09-14,12:06:00,52,42,28.7,0.0
Quinta,2023-09-14,12:10:00,77,38,28.5,0.0
Quinta,2023-09-14,12:12:00,54,39,28.4,0.0
Quinta,2023-09-14,12:12:00,65,39,28.4,0.02
Quinta,2023-09-14,12:12:00,65,39,28.4,0.0
Quinta,2023-09-14,12:12:00,54,39,28.4,0.0
Quinta,2023-09-14,12:12:00,65,39,28.4,0.01
Quinta,2023-09-14,12:15:00,90,38,28.6,0.0
Quinta,2023-09-14,12:16:00,96,38,28.5,0.0
Quinta,2023-09-14,12:18:00,100,38,28.5,0.0
Quinta,2023-09-14,12:18:00,0,39,28.5,0.0
Quinta,2023-09-14,12:18:00,80,39,28.5,0.0
Quinta,2023-09-14,12:19:00,93,39,28.5,0.0
Quinta,2023-09-14,12:20:00,100,39,28.6,0.0
Quinta,2023-09-14,12:30:00,89,41,28.7,0.0
Quinta,2023-09-14,12:40:00,90,41,28.8,0.0
Quinta,2023-09-14,12:50:00,91,40,28.8,0.0
Quinta,2023-09-14,13:00:00,92,41,28.8,0.0
Quinta,2023-09-14,13:10:00,92,41,28.8,0.0
Quinta,2023-09-14,13:20:00,93,41,28.8,0.0
Quinta,2023-09-14,13:30:00,94,42,28.7,0.0
Quinta,2023-09-14,13:40:00,93,42,28.7,0.0
Quinta,2023-09-14,13:50:00,94,42,28.6,0.0
Quinta,2023-09-14,14:00:00,95,42,28.6,0.0
Quinta,2023-09-14,14:10:00,95,42,28.6,0.0
Quinta,2023-09-14,14:20:00,96,43,28.5,0.0
Quinta,2023-09-14,14:30:00,96,44,28.5,0.0
Quinta,2023-09-14,14:40:00,96,45,28.5,0.0
Quinta,2023-09-14,14:50:00,96,46,28.4,0.0
Quinta,2023-09-14,15:00:00,96,46,28.4,0.0
Quinta,2023-09-14,15:10:00,96,47,28.4,0.0
Quinta,2023-09-14,15:20:00,96,47,28.3,0.0
Quinta,2023-09-14,15:30:00,96,48,28.2,0.0
Quinta,2023-09-14,15:40:00,96,48,28.2,0.0
Quinta,2023-09-14,15:50:00,96,49,28.2,0.0
Quinta,2023-09-14,16:00:00,97,50,28.1,0.0
Quinta,2023-09-14,16:10:00,97,51,28.1,0.0
Quinta,2023-09-14,16:20:00,97,50,28.0,0.0
Quinta,2023-09-14,16:30:00,97,51,28.0,0.0
Quinta,2023-09-14,16:40:00,97,51,27.9,0.0
Quinta,2023-09-14,16:50:00,97,52,27.9,0.0
Quinta,2023-09-14,17:00:00,97,52,27.8,0.0
Quinta,2023-09-14,17:10:00,97,53,27.8,0.0
Quinta,2023-09-14,17:20:00,97,53,27.8,0.0
Quinta,2023-09-14,17:30:00,97,53,27.7,0.0
Quinta,2023-09-14,17:40:00,99,54,27.6,0.0
Quinta,2023-09-14,17:50:00,98,54,27.6,0.0
Quinta,2023-09-14,18:00:00,98,52,27.4,0.0
Quinta,2023-09-14,18:10:00,97,54,27.4,0.0
Quinta,2023-09-14,18:20:00,98,52,27.4,0.0
Quinta,2023-09-14,18:30:00,96,50,27.3,0.0
Quinta,2023-09-14,18:40:00,98,50,27.2,0.0
Quinta,2023-09-14,18:50:00,98,50,27.1,0.0
Quinta,2023-09-14,19:01:00,98,50,27.0,0.0
Quinta,2023-09-14,19:11:00,98,50,27.0,0.0
Quinta,2023-09-14,19:21:00,97,50,26.9,0.0
Quinta,2023-09-14,19:31:00,98,50,26.8,0.0
Quinta,2023-09-14,19:41:00,98,50,26.8,0.0
Quinta,2023-09-14,19:51:00,98,50,26.7,0.0
Quinta,2023-09-14,20:01:00,98,50,26.7,0.0
Quinta,2023-09-14,20:11:00,98,50,26.7,0.0
Quinta,2023-09-14,20:21:00,98,50,26.6,0.0
Quinta,2023-09-14,20:31:00,98,50,26.6,0.0
Quinta,2023-09-14,20:41:00,97,50,26.6,0.0
Quinta,2023-09-14,20:51:00,98,50,26.6,0.0
Quinta,2023-09-14,21:01:00,98,50,26.5,0.0
Quinta,2023-09-14,21:11:00,98,51,26.4,0.0
Quinta,2023-09-14,21:21:00,98,51,26.4,0.0
Quinta,2023-09-14,21:31:00,98,51,26.4,0.0
Quinta,2023-09-14,21:41:00,98,51,26.3,0.0
Quinta,2023-09-14,21:51:00,98,50,26.2,0.0
Quinta,2023-09-14,22:01:00,98,50,26.2,0.0
Quinta,2023-09-14,22:11:00,98,50,26.2,0.0
Quinta,2023-09-14,22:21:00,98,50,26.1,0.0
Quinta,2023-09-14,22:31:00,98,50,26.1,0.0
Quinta,2023-09-14,22:41:00,98,50,26.0,0.0
Quinta,2023-09-14,22:51:00,98,50,25.9,0.0
Quinta,2023-09-14,23:01:00,98,51,25.9,0.0
Quinta,2023-09-14,23:11:00,98,53,25.9,0.0
Quinta,2023-09-14,23:21:00,98,54,25.9,0.0
Quinta,2023-09-14,23:31:00,98,51,25.8,0.0
Quinta,2023-09-14,23:41:00,98,53,25.9,0.0
Quinta,2023-09-14,23:52:00,98,52,25.9,0.0
Sexta,2023-09-15,00:02:00,98,52,25.8,0.0
Sexta,2023-09-15,00:12:00,98,53,25.8,0.0
Sexta,2023-09-15,00:22:00,98,52,25.8,0.0
Sexta,2023-09-15,00:32:00,98,52,25.7,0.0
Sexta,2023-09-15,00:42:00,98,53,25.7,0.0
Sexta,2023-09-15,00:52:00,98,54,25.7,0.0
Sexta,2023-09-15,01:02:00,98,51,25.6,0.0
Sexta,2023-09-15,01:12:00,98,53,25.6,0.0
Sexta,2023-09-15,01:22:00,98,54,25.6,0.0
Sexta,2023-09-15,01:32:00,98,51,25.5,0.0
Sexta,2023-09-15,01:42:00,98,53,25.5,0.0
Sexta,2023-09-15,01:52:00,98,53,25.4,0.0
Sexta,2023-09-15,02:02:00,98,52,25.3,0.0
Sexta,2023-09-15,02:12:00,98,54,25.3,0.0
Sexta,2023-09-15,02:22:00,98,50,25.3,0.0
Sexta,2023-09-15,02:32:00,98,52,25.3,0.0
Sexta,2023-09-15,02:42:00,98,54,25.2,0.0
Sexta,2023-09-15,02:52:00,98,50,25.1,0.0
Sexta,2023-09-15,03:02:00,98,52,25.1,0.0
Sexta,2023-09-15,03:12:00,98,54,25.1,0.0
Sexta,2023-09-15,03:22:00,98,50,25.0,0.0
Sexta,2023-09-15,03:32:00,98,50,24.8,0.0
Sexta,2023-09-15,03:42:00,98,50,24.7,0.0
Sexta,2023-09-15,03:52:00,98,50,24.7,0.0
Sexta,2023-09-15,04:02:00,98,50,24.6,0.0
Sexta,2023-09-15,04:12:00,98,50,24.6,0.0
Sexta,2023-09-15,04:22:00,98,50,24.5,0.0
Sexta,2023-09-15,04:32:00,98,50,24.5,0.0
Sexta,2023-09-15,04:42:00,98,50,24.5,0.0
Sexta,2023-09-15,04:52:00,98,51,24.5,0.0
Sexta,2023-09-15,05:02:00,98,50,24.5,0.0
Sexta,2023-09-15,05:12:00,98,51,24.4,0.0
Sexta,2023-09-15,05:22:00,98,50,24.4,0.0
Sexta,2023-09-15,05:32:00,98,51,24.4,0.0
Sexta,2023-09-15,05:43:00,98,51,24.3,0.0
Sexta,2023-09-15,05:53:00,98,51,24.3,0.0
Sexta,2023-09-15,06:03:00,98,51,24.3,0.0
Sexta,2023-09-15,06:13:00,98,51,24.2,0.0
Sexta,2023-09-15,06:23:00,98,51,24.2,0.0
Sexta,2023-09-15,06:33:00,98,51,24.2,0.0
Sexta,2023-09-15,06:43:00,98,51,24.2,0.0
Sexta,2023-09-15,06:53:00,98,51,24.1,0.0
Sexta,2023-09-15,07:03:00,98,51,24.1,0.0
Sexta,2023-09-15,07:13:00,99,51,24.0,0.0
Sexta,2023-09-15,07:23:00,98,50,24.0,0.0
Sexta,2023-09-15,07:33:00,98,50,24.0,0.0
Sexta,2023-09-15,07:43:00,98,50,24.0,0.0
Sexta,2023-09-15,07:53:00,98,50,23.9,0.0
